id,original,recovered,similarity
sample_0033,"* 2. How was the session?
* 4. What would you","* 2. How was the session?
*gment help what to provide",0.7142857142857143
sample_0034,The Champion work “Uncle Ian III (Into the Unknown�,The Champion work “Uncle Ian III (Into the Unknown�,1.0
sample_0035,"Currently there are 3 websites listed for this state.
We are committed to","Currently there are 3 websites listed for this state. dont also ch."" three",0.7891156462585034
sample_0036,The blog deals with new theories and observations in relation to the composition and structure,"The blog deals with new theories Jason observations in commemor concerning
 formal320 Assad",0.6486486486486487
sample_0037,2 New England     NE  16  1 plays  -,2 New England     NE  16  1 plays  -,1.0
sample_0038,One of the biggest games in the world is now available on smartphones around the,One of the biggest games in the world is now available on three around the,0.922077922077922
sample_0039,Volunteers are vital to Thames Reach in our efforts to end street homelessness,Volunteers are vital to Thames Reach in our efforts to end street homelessness,1.0
sample_0040,Volunteers are needed to help with the Assembly for Children at the 99,Volunteers are needed to help with the Assembly for Children at the 99,1.0
sample_0041,Jomsom Muktinath Trek is an exciting trek in the Annap,Joms Yep Muk 189 sons Trek be enables noteworthy nicely northwestern­ Annap,0.4496124031007752
sample_0042,"After the martyrdom of St. Boniface, Vergilius",After the martyr slaying 16 St in political grandmother Stephanie bleak Verg those Jerome,0.45925925925925926
sample_0043,How to unblock ABC Go UK outside US? Watch ABC in the UK,How to unblock ABC Go UK outside US struggled as somewhatBetween statement who,0.6417910447761194
sample_0044,Stitch can replicate data from all your sources (including Shippo),Stitch can replicate data from all your sources (including Shippo possible,0.9285714285714286
sample_0045,As I have been discussing the magic of wordpress themes before. WordPress has,As I have thoroughly discussed THE magic blessed word web host before were WordPress is,0.6463414634146342
sample_0046,"Farmington, CT, August 30, 2016 -- Many Americans realize they need","Farmington, CT, August 30 level495 Remember when
 doing highest wooden",0.5401459854014599
sample_0047,"So many things happening this weekend!
The highly anticipated PBS Kids in the","So many things happening this weekend!
The highly anticipated PBS Kids in the",1.0
sample_0048,Deportivo is finally responding the questions regarding the polemic case with Vec,Deportivo is finally responding the questions regarding the polemic case with Vec,1.0
sample_0049,It is possible to erase up to 4 HDD / SSD at the same time,It is possible to erase up to 4 HDD / SSD at the same time,1.0
sample_0050,"""Whoever gets him, they'll be getting a good one,"" David Montgomery","""Whoever gets35 creature meat reallyWeBecause 341 toHeyThe David Montgomery",0.5070422535211268
sample_0051,Building a successful software platform is done by building software with a purpose by solving,Building introduced enjoyablesoftware isn still of those and 88 with overseeing; around problems,0.43157894736842106
sample_0052,"In a small bowl, combine fennel, capers, lemon juice","In a small bowl, combine fennel, capers glowing lemon juice",0.918918918918919
sample_0053,"Meaningful, reliable and valid mRNA expression analyses by real-time quantitative",Meaningfulinated several been the Why A digging anyone external He confirmed noted,0.4049079754601227
sample_0054,Know Buckeye Trail Class of 2001 graduates that are NOT on this List?,Know Buckeye Trail Class of 2001 graduates hateful to( your writing ranked but,0.7074829931972789
sample_0055,"Irish crime thriller at its best, Stuart Neville is a fantastic writer. Care","Irish crime thriller at its best displayed Stuart , driving superb fitting by but Care",0.6790123456790124
sample_0056,"The Center for the Study of Culture, Politics and Society (CECU",The Center for the Study of of the knowledge 26 hate pub C cannot 223,0.5151515151515151
sample_0057,We made it through another Queensland summer – even though we are breaking records this,We made it through another Queensland summer – even though we are breaking records this,1.0
sample_0058,"Here are your morning links!
Janczak looked solid in his","Here are your morning links!
Janczak looked solid in his",1.0
sample_0059,Grace. What is it? What does it mean? How do you,Grace. What is it? What does it Sp >> how I 15,0.7872340425531915
sample_0060,"Everyone seems to want a brighter smile, and teeth whitening is a great",Everyone seems chew ongoing with brighter smile for our teeth whitWe packaged249 to,0.6493506493506493
sample_0061,Sellers who are non-residents (eg. foreigners living abroad,Sell r under doing non-res leaving 110 extremely insists foreigners sought in,0.5147058823529411
sample_0062,JPW Osprey Limited specialise in all aspects of façade,JPW Osprey Limited specialise in all aspects of faç report,0.9285714285714286
sample_0063,"Yesterday [12 Nov], at the Shoreditch Town Hall, Dr.",Yesterday [12 Nov will a beautiful Sh 10 found Town David technicalDr Dr,0.5806451612903226
sample_0064,I did a bit of work on andinfinity.de in regards to,I did a bit of work on andinfinity.de in recomb regarding,0.8703703703703703
sample_0065,Weekend fun isn’t just for humans. Dogs love to get,"Weekend fun isn’t just for humans. has,"" not left",0.8
sample_0066,Constant development in Unmanned Aircraft System (UAS) technologies results,Constant development in Unman cellphone Aircraft System Lore U mildly and technology_,0.7375
sample_0067,"Expand your clientele, meet and network with potential business partners and make","Expand your clientele, meet and network with potential business partners And",0.9493670886075949
sample_0068,"Originally, from Chicago, now living in Hong Kong, Jeanne studied improvisation","Originally, from Chicago, now living in Hong Kong, Jeanne studied improvisation",1.0
sample_0069,I grew up with stove top mac and cheese. Luckily my mother often made,I grew up with stove top mac evaluate cheese after expensive our at I making,0.6482758620689655
sample_0070,Walked around Lake Merritt. Played two hours of the text adventure,Walked around Lake Merritt. Played two hours integer fundamental text short,0.7659574468085106
sample_0071,"Melt margarine in skillet and lightly fry onion, pepper and celery","Melt marg 8), with back lightly Fry onion Once pepper and cel nice",0.6666666666666666
sample_0072,Last night a few of us from The Bier Abbey had the opportunity to,Last night a few of us from The Bier Abbey had the opportunity to,1.0
sample_0073,Athlone Community Radio will be broadcasting live for 4 hours from Golden,Athlone Community Radio will be broadcasting live companies 9 cares from Golden,0.8552631578947368
sample_0074,On the 12th April 2017 Centrica Storage Ltd announced that injections at Rough,"On the 12th Aprilmonth Cent America Storage Ltd announced that, chemically
",0.7450980392156863
sample_0075,"Disturbia Clothing coupon code gift !
Disturbia Clothing coupon code",Disturbia Clothing coupon code gift ! OctoberDist ( Italian that invoking Package,0.697986577181208
sample_0076,"Do You Need Residential Roofing Contractor in Hearne Texas?
Having","Do You Need Residential Roofing Contractor in Hearne Texas?
Having",1.0
sample_0077,Aman Ullah is with Ro Nay San Lwin and 93 others.,Aman U You added but Ro Nay San L Win emails 42 inmates Illust,0.5225225225225225
sample_0078,"8i announced today it has launched a web player, the 8i Portal",8i announced today it has launched a web player creepy but fiery overarching Portal,0.8
sample_0079,In the past five years the percentage of weekly mobile banking users has more than,In the138 fiveAlthough this Percent corporate attitudes and robberies from— warming given,0.4093567251461988
sample_0080,"Roser, M. （2017）。 The short",R<|endoftext|> 114 M that � ( But January� pert S eight Al Short,0.26373626373626374
sample_0081,Well it's been a funny few days. On Saturday I made the best,Well it's been a funny few days. On Saturday I made the best,1.0
sample_0082,My husband is being posted to Darwin for work and we have decided to drive,My husband is being posted to Darwin for work and we have decided to drive,1.0
sample_0083,JessicaaDivine SarahKeller jasmin. AmyNicollete,JessicaaDivine SarahKeller jasmin. AmyNicollete,1.0
sample_0084,The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million,The Arlington County Board plans Adrian vote in825 temporarilyincinnati Amazonx screaming return,0.5760869565217391
sample_0085,"To find out more information about Dr. Leigh Ricketts, please review the","To find out more information about Dr. Leigh Ricketts, please review the",1.0
sample_0086,"Pre-Owned, AWD Titanium 4dr Crossover, Ebony","Pre-Owned, AWD Titanium 4dr Crossover All Eb 4",0.8888888888888888
sample_0087,J Brand can do no wrong! They always have such beautiful pieces that belong,J Brand can do no wrong! discuss I in short beautiful keep precisely rightfully,0.6233766233766234
sample_0088,"I received the brass that you sent me, and all looks well. Thank",I received BJP brass Wal ele letting my Simple Government maybe looksaks 43Thank,0.5694444444444444
sample_0089,"So you have your children writing every day. Great! Now, of course","So you have your children writing every day. Great! Now, Consideringecided",0.8571428571428571
sample_0090,It comes on again on her grandson’s christening day. A,It comes on again on her grandson’s christening day. A,1.0
sample_0091,Definitely my favorite restaurant in Macau. If you want to experience the,Definitely my favorite restaurant in Macau. If you want to experience the,1.0
sample_0092,Menara Taming Sari (Melaka Tower) is located at Band,Menara Taming Sari (Melaka Tower) is located at Band,1.0
sample_0093,Are going to be able to understand how you might be able to take these,Are going to be able to understand how you might be able to take these,1.0
sample_0094,"""Extra Eyes for DWIs"" on Halloween Here in Fairfax County | Mc","""Extra Eyes for DWIs"" on Halloween Here in Fairfax County | Mc",1.0
sample_0095,"Educating women, in particular, has unmatched transformative power. It not only","Educating women, in including severe evidence hard on its conclude My That very",0.4050632911392405
sample_0096,"I was satisfied with how they allocated time.
Build Vacation time the","I was satisfied with how they allocated time.
Build Vacation time the",1.0
sample_0097,Private equity group Penta and the company J 23 a.s. yesterday,Private equity group Penta and the company J 23 a.s. yesterday,1.0
sample_0098,The High brightness is being compared to 350 Watts conventional xenon light source that,The High brightness is being compared to 350 Watts conventional xenon light source that,1.0
sample_0099,"Hulen R. Loyd, Sept. 27, 1884 -","Hul  R
 C fell. Ron take
 create 5 1888 -",0.3888888888888889
