id,original,recovered,similarity
sample_0043,How to unblock ABC Go UK outside US? Watch ABC in the UK,"How to unblock ABC Go UK outside US playground Watch ABCIn and
",0.7899159663865546
sample_0044,Stitch can replicate data from all your sources (including Shippo),"Stitch can replicate data From all $ means ( Your Shipp To.),",0.7086614173228346
sample_0045,As I have been discussing the magic of wordpress themes before. WordPress has,As I have exagger discuss pivotal magicPain wordWithin relentlessly prolific had WordPress said,0.5930232558139535
sample_0046,"Farmington, CT, August 30, 2016 -- Many Americans realize they need","Farmington, CT, August 30 vehicle statue Highlights the Obama<|endoftext|> andeling",0.5466666666666666
sample_0047,"So many things happening this weekend!
The highly anticipated PBS Kids in the","So many things happening this weekend!
The highly anticipated PBS Kids AutomaticAmazing",0.8902439024390244
sample_0048,Deportivo is finally responding the questions regarding the polemic case with Vec,Deportivo is finally responding Adobe questions tackle remembering polemic allegations convince reg,0.7
sample_0049,It is possible to erase up to 4 HDD / SSD at the same time,It is possible to erase up to 4 HDD / SSD at the same time,1.0
sample_0050,"""Whoever gets him, they'll be getting a good one,"" David Montgomery","""Whoever getsfoot Russia that$ those earn Ensure Three partition recollection David Wonderful",0.4625
sample_0051,Building a successful software platform is done by building software with a purpose by solving,"Building impl 276 software."" governing uphillScientists Getting outside come > purpose synagogueá",0.4712041884816754
sample_0052,"In a small bowl, combine fennel, capers, lemon juice",In surreal small bowl attacker combine fenn informing gathered capears unfl lemon�,0.6268656716417911
sample_0053,"Meaningful, reliable and valid mRNA expression analyses by real-time quantitative",Meaningfulabilities raw THAT good mRNA expression analysis BY Real‑ guest quantitative,0.7065868263473054
sample_0054,Know Buckeye Trail Class of 2001 graduates that are NOT on this List?,Know Buckeye Trail Class of 2001 graduatesippers then being Hyd rotating HashEarlier,0.6666666666666666
sample_0055,"Irish crime thriller at its best, Stuart Neville is a fantastic writer. Care",Irish crime thriller at its best signed Stuart to at excellent funny writer accurate Care,0.7151515151515152
sample_0056,"The Center for the Study of Culture, Politics and Society (CECU",The Center for the Study of of the psychology Brewing ability /oubPS wish,0.5441176470588235
sample_0057,We made it through another Queensland summer – even though we are breaking records this,We made it through another Queensland summer gearingEvenGG nearly having breaking record Lorenzo,0.7650273224043715
sample_0058,"Here are your morning links!
Janczak looked solid in his","Here are your morning links!
Janczak looked solid in his",1.0
sample_0059,Grace. What is it? What does it mean? How do you,Grace. What is YOUR? that suddenlyאnowngraduate How hypocritical......,0.5084745762711864
sample_0060,"Everyone seems to want a brighter smile, and teeth whitening is a great",Everyone seems chew defining cuisine brighter Face seventy hardly pretend whitenedopen nuance sweetness,0.5172413793103449
sample_0061,Sellers who are non-residents (eg. foreigners living abroad,Sell r imp covered non-reszero& ie benefiting foreigners Living beams,0.609375
sample_0062,JPW Osprey Limited specialise in all aspects of façade,JPW Osprey Limited specialise in all aspects of façade,1.0
sample_0063,"Yesterday [12 Nov], at the Shoreditch Town Hall, Dr.",Yesterday [12 Nov tsunami atBad sh ohill Town OkayosingDrProfessor,0.576271186440678
sample_0064,I did a bit of work on andinfinity.de in regards to,I Saying solo bitThis been equal -infinction Running.During dermat exploration,0.37209302325581395
sample_0065,Weekend fun isn’t just for humans. Dogs love to get,Weekend fun\/\/�2016 is just toward Afghans.______ expressive REALLY dissatisfied,0.5
sample_0066,Constant development in Unmanned Aircraft System (UAS) technologies results,Constant development in Unmanned Aircraft System Handbook U befriend facility technology resulted,0.7790697674418605
sample_0067,"Expand your clientele, meet and network with potential business partners and make","Expand your clientele, meet and network with potential business partnersileen makes",0.9512195121951219
sample_0068,"Originally, from Chicago, now living in Hong Kong, Jeanne studied improvisation",Originally codedlling Chicago Shields Bitcoin living somewhere Hong Zion everybody Jeanne canvas improvisOULD,0.5957446808510638
sample_0069,I grew up with stove top mac and cheese. Luckily my mother often made,I grew up with stove top mac durability Cheese.Unfortunately onere Ramsey besie,0.6216216216216216
sample_0070,Walked around Lake Merritt. Played two hours of the text adventure,Walked around Lake Merrittize playingzeroduty copyrighted challenge text challenge,0.6081081081081081
sample_0071,"Melt margarine in skillet and lightly fry onion, pepper and celery","Melt margarine in skillet and lightly fry onion, pepper and celery",1.0
sample_0072,Last night a few of us from The Bier Abbey had the opportunity to,Last night a few of us KenyaThe Bier of.... the malfunctionushi,0.640625
sample_0073,Athlone Community Radio will be broadcasting live for 4 hours from Golden,Athlone Community Radio will be broadcasting live corporations eighth Hours from Golden,0.875
sample_0074,On the 12th April 2017 Centrica Storage Ltd announced that injections at Rough,On the 12th Aprileconomic Centrica Storage Ltd announced that injections at Rough,0.9182389937106918
sample_0075,"Disturbia Clothing coupon code gift !
Disturbia Clothing coupon code",Disturbia Clothing coupon code gift ! Turkish Dist myst238 Clothing coupon URL,0.7945205479452054
sample_0076,"Do You Need Residential Roofing Contractor in Hearne Texas?
Having","Do You Need Residential Roofing Contractor in Hearne Texas?
Having",1.0
sample_0077,Aman Ullah is with Ro Nay San Lwin and 93 others.,"Aman U Khalid said with Ro Nay San L cinematic "" 97 Gos geo",0.6481481481481481
sample_0078,"8i announced today it has launched a web player, the 8i Portal",8i announced today it has launched a web player interface bipartisan 8 ¥ Portal,0.8368794326241135
sample_0079,In the past five years the percentage of weekly mobile banking users has more than,In YOUR about two than declining percentage among weekly mobile banking AD hed More Syria,0.6432748538011696
sample_0080,"Roser, M. （2017）。 The short",R<|endoftext|>Tr M ended� exited1994� trendTO� modifications short,0.34408602150537637
sample_0081,Well it's been a funny few days. On Saturday I made the best,Well it's been ah an vague day!!!!!On Monday I imitation deleteavored,0.6046511627906976
sample_0082,My husband is being posted to Darwin for work and we have decided to drive,My husband is being posted to Darwin for work and we have decided to drive,1.0
sample_0083,JessicaaDivine SarahKeller jasmin. AmyNicollete,JessicaaDivine SarahKeller jasmin. AmyNicollete,1.0
sample_0084,The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million,The Arlington County Board plansady vote FridayY painting just Amazon $556 forgive,0.6941176470588235
sample_0085,"To find out more information about Dr. Leigh Ricketts, please review the",To find out more information about Dr. Leigh Ricketts accompanied please comment downloaded,0.7730061349693251
sample_0086,"Pre-Owned, AWD Titanium 4dr Crossover, Ebony",Pre-Owned safety AW D Titanium 4dr Crossover - Ebony,0.875
sample_0087,J Brand can do no wrong! They always have such beautiful pieces that belong,J Brand can do no wrong! inducing politics Having has amazing piece reminded weren,0.5477707006369427
sample_0088,"I received the brass that you sent me, and all looks well. Thank",I received fundamental brass underlying shout messages letting); Nightmareilitary looks better Frederick thank,0.4827586206896552
sample_0089,"So you have your children writing every day. Great! Now, of course","So you haveule children writing every day."" good! now
Are if",0.7142857142857143
sample_0090,It comes on again on her grandson’s christening day. A,It comes on again on her grandson’s christening day. A,1.0
sample_0091,Definitely my favorite restaurant in Macau. If you want to experience the,Definitely my favorite restaurant in Macau. If you want to experience the,1.0
sample_0092,Menara Taming Sari (Melaka Tower) is located at Band,Menara Taming Sari (Melaka Tower) is located at Band,1.0
sample_0093,Are going to be able to understand how you might be able to take these,Aregov officially notanyl basicallyUnderstanding how warships Buffett 960 unfavorable functionally takingrealDonaldTrump,0.4421052631578947
sample_0094,"""Extra Eyes for DWIs"" on Halloween Here in Fairfax County | Mc","""Extra Eyesify DW Rwanda "" than heHere evaluated Fairfax COUNTY Comments Mc",0.5985401459854015
sample_0095,"Educating women, in particular, has unmatched transformative power. It not only","Educating women, closeunique
.] gains over faster684 one expired company",0.423841059602649
sample_0096,"I was satisfied with how they allocated time.
Build Vacation time the",I was satisfied with how they allocated time. increment Build Vacationcountry We,0.8187919463087249
sample_0097,Private equity group Penta and the company J 23 a.s. yesterday,Private equity group Penta slashed criterion companyJ 23 PK Andy Vance Heather Friday,0.7346938775510204
sample_0098,The High brightness is being compared to 350 Watts conventional xenon light source that,The High brightnessdemocratic administrators comparing door 250 watts conventional xen685light temporary such,0.6632653061224489
sample_0099,"Hulen R. Loyd, Sept. 27, 1884 -","Hul Ram R. L That.,Sept
iannَ 18 nineteenth Duc",0.4358974358974359
