id,original,recovered,similarity
sample_0016,"Are film trailers spoiling movies?
In April we asked if high ticket",Are film trailers spoiling going m no — began we asked felt High ticket,0.7681159420289855
sample_0017,UNStudio has joined forces with HPP Architects to create a consortium (UN,UNStudio has joined forces with HPP Architects to create a consortium (UN,1.0
sample_0018,▲Students are shouting several slogans to guarantee the school's autonomy in front,▲Students are shouting several slogans to guarantee the school's autonomy in front,1.0
sample_0019,"Quartz is one of the most common and varied minerals on earth, and",Qu that isOne at locked hours emergence increasingly educators mineralsFeatures heavenly n one,0.4
sample_0020,"A full time vegan, poet, artist and woman.
Frontal and","A full time vegan, poet, artist and woman.
Frontal and",1.0
sample_0021,Hurrah! A cooperative worldwide effort to rescue Thailand children trapped in a flooded,Hurrah! A cooperative worldwide effort to rescue Thailand children trapped in situation flooded,0.9560439560439561
sample_0022,Learn the fundamentals of Flash as we guide you through this comprehensive introduction to the,Learn the fundamentals of Flash as we guide you through this comprehensive introduction to the,1.0
sample_0023,Earn monthly interest on our Citibank Time Deposits (also known,Earn monthly<|endoftext|> pursuingWe Cit have. Time deppos chasing 50 Bonus labeling,0.5034013605442177
sample_0024,"What do you do in your free time? Of course some of you ,",What do you do in your free time? Of conservative some with contemplated ongoing,0.7299270072992701
sample_0025,Locksmith Westington – Putting in place the best of locking and ke,"Locks t West first – Putting in 248w whichDespite
 the ke",0.5853658536585366
sample_0026,"Movers & Moving Companies in Randallsville, New York for every moving",M just Andy Moving reported eastern Rand companies 1940 across nonNew executing Each moving,0.425
sample_0027,Vashikaran Specialist Chandigarh is a black magic study of,Vashikaran Specialist Chandigar. can out a magical Study that,0.773109243697479
sample_0028,"membership fees and with many users renewing their accounts, although the overall",members mining fee and77 no users renew learning closely you saying but continue broader,0.5443786982248521
sample_0029,"This topic contains 1 reply, has 2 voices. Last updated by Raam","This topic contains 1 reply, has 2 voices. Last updated by Raam",1.0
sample_0030,The ebook makes a speciality of geological historical past because the severe think about,The ebook makes a speciality of geological historical past because the severe think about,1.0
sample_0031,"I , , , , , 1 ” , , , :0 4","I , , , , , 1 ” , , , :0 4",1.0
sample_0032,"Check out these two awesome ladies!!
They competed all weekend at the Heart","Check out these two awesome ladies!!
 absolutelyRemember all those evaluate the Heart",0.75
sample_0033,"* 2. How was the session?
* 4. What would you","* 2. How was the session?
*gments 13 Three would that",0.7551020408163265
sample_0034,The Champion work “Uncle Ian III (Into the Unknown�,The Champion work “Uncle Ian III (Into the Unknown�,1.0
sample_0035,"Currently there are 3 websites listed for this state.
We are committed to","Currently there are 3 websites listed for this state.
We areThough its",0.8811188811188811
sample_0036,The blog deals with new theories and observations in relation to the composition and structure,The blog deals with new theories and observations in relation to the composition and structure,1.0
sample_0037,2 New England     NE  16  1 plays  -,2 New England     NE  16  1 plays  -,1.0
sample_0038,One of the biggest games in the world is now available on smartphones around the,One of the biggest games in the world is now available on three around the,0.922077922077922
sample_0039,Volunteers are vital to Thames Reach in our efforts to end street homelessness,Volunteers are vital to Thames Reach in our efforts to end street homelessness,1.0
sample_0040,Volunteers are needed to help with the Assembly for Children at the 99,Volunteers are needed to help with the Assembly for Children at the 99,1.0
sample_0041,Jomsom Muktinath Trek is an exciting trek in the Annap,Jomsom Muktinath Trek is an exciting trek in the Annap,1.0
sample_0042,"After the martyrdom of St. Boniface, Vergilius","After the martyrdom of St. Boniface, Vergilius",1.0
sample_0043,How to unblock ABC Go UK outside US? Watch ABC in the UK,How to unblock ABC Go UK outside US struggled as aren in the UK,0.8067226890756303
sample_0044,Stitch can replicate data from all your sources (including Shippo),Stitch can replicate data from all your sources (including Shippo possible,0.9285714285714286
sample_0045,As I have been discussing the magic of wordpress themes before. WordPress has,"As I have 1890 discussing, magic oil word con your made router an an",0.5793103448275863
sample_0046,"Farmington, CT, August 30, 2016 -- Many Americans realize they need","Farmington, CT, August 30 base 2014 50Many come getting whether a",0.6818181818181818
sample_0047,"So many things happening this weekend!
The highly anticipated PBS Kids in the","So many things happening this weekend!
The highly anticipated PBS Kids in the",1.0
sample_0048,Deportivo is finally responding the questions regarding the polemic case with Vec,Deportivo is finally responding the questions regarding the polemic case with Vec,1.0
sample_0049,It is possible to erase up to 4 HDD / SSD at the same time,It is possible to erase up to 4 HDD / SSD at the same time,1.0
sample_0050,"""Whoever gets him, they'll be getting a good one,"" David Montgomery","""Whoever gets35 creature you'll Because ARE designed nationwide structure wretched David """,0.42038216560509556
sample_0051,Building a successful software platform is done by building software with a purpose by solving,Building a successful software platform is done by building software with a purpose by solving,1.0
sample_0052,"In a small bowl, combine fennel, capers, lemon juice","In a small bowl, combine fennel, capers February lemon juice",0.9107142857142857
sample_0053,"Meaningful, reliable and valid mRNA expression analyses by real-time quantitative",Meaningfulinated several defining or mRNA expression of It RealOnce choose is,0.5316455696202531
sample_0054,Know Buckeye Trail Class of 2001 graduates that are NOT on this List?,Know Buckeye Trail Class of 2001 graduates hateful overRep431 studying List?,0.7724137931034483
sample_0055,"Irish crime thriller at its best, Stuart Neville is a fantastic writer. Care",Irish crime thriller at its best signed Stuart of is So fantastic writer. Care,0.8701298701298701
sample_0056,"The Center for the Study of Culture, Politics and Society (CECU",The Center for the Study of of the knowledge 26 hate ( creFC799,0.5238095238095238
sample_0057,We made it through another Queensland summer – even though we are breaking records this,We made it through another Queensland summer – even though we are breaking records this,1.0
sample_0058,"Here are your morning links!
Janczak looked solid in his","Here are your morning links!
Janczak looked solid in his",1.0
sample_0059,Grace. What is it? What does it mean? How do you,Grace. What is it? What does it mean66 What don you,0.8888888888888888
sample_0060,"Everyone seems to want a brighter smile, and teeth whitening is a great",Everyone seems to want proposal for smile for that f whit neither adds served the,0.631578947368421
sample_0061,Sellers who are non-residents (eg. foreigners living abroad,Sell r even were one ethn recept increases two Currently outside expandChris mis,0.33093525179856115
sample_0062,JPW Osprey Limited specialise in all aspects of façade,JPW Osprey Limited specialise in all aspects of façade,1.0
sample_0063,"Yesterday [12 Nov], at the Shoreditch Town Hall, Dr.","Yesterday [12 Nov], at the Shoreditch Town Hall, Dr.",1.0
sample_0064,I did a bit of work on andinfinity.de in regards to,I did a bit of work on andinfinity.de in recomb regarding,0.8703703703703703
sample_0065,Weekend fun isn’t just for humans. Dogs love to get,Weekend fun isn’t just for humans.) Ib looking Some,0.7647058823529411
sample_0066,Constant development in Unmanned Aircraft System (UAS) technologies results,"Constant development in Unman marrying aircraft , lived demonstrated Astros Typical Everyone Rex",0.5614035087719298
sample_0067,"Expand your clientele, meet and network with potential business partners and make","Expand your clientele, meet and network with potential business partners Islands the",0.9454545454545454
sample_0068,"Originally, from Chicago, now living in Hong Kong, Jeanne studied improvisation","Originally, from Chicago, now living Penny Hong76 into to, improvisATION",0.7284768211920529
sample_0069,I grew up with stove top mac and cheese. Luckily my mother often made,I grew up with stove top mac failing cheese for Unfortunately my how rarely making,0.6754966887417219
sample_0070,Walked around Lake Merritt. Played two hours of the text adventure,Walked around Lake Merritt. Played two hours stringAnti text three,0.8333333333333334
sample_0071,"Melt margarine in skillet and lightly fry onion, pepper and celery",Melt margarine in skillet and back fry onion before pepper and 5StreamerBot,0.7801418439716312
sample_0072,Last night a few of us from The Bier Abbey had the opportunity to,Last night a few of us from The Bier Abbey had the opportunity to,1.0
sample_0073,Athlone Community Radio will be broadcasting live for 4 hours from Golden,"Athlone Community Radio will be broadcasting live companies4 hours from
",0.8689655172413793
sample_0074,On the 12th April 2017 Centrica Storage Ltd announced that injections at Rough,"On the 12th Aprilmonth Cent 81
 Inc specifics that injections at Rough",0.6621621621621622
sample_0075,"Disturbia Clothing coupon code gift !
Disturbia Clothing coupon code","Disturbia Clothing coupon code gift !
Dist transfer but Clothing rate is",0.7714285714285715
sample_0076,"Do You Need Residential Roofing Contractor in Hearne Texas?
Having","Do You Need Residential Roofing Contractor in Hearne Texas?
Having",1.0
sample_0077,Aman Ullah is with Ro Nay San Lwin and 93 others.,Aman U You added in RoS San l 1977 an The by and,0.4536082474226804
sample_0078,"8i announced today it has launched a web player, the 8i Portal",8i announced today it has launched a web player creepy could must Za Portal,0.8321167883211679
sample_0079,In the past five years the percentage of weekly mobile banking users has more than,In the16 five terminology architectural Advoc barred earnings mobile banking in our fewer significant,0.4262295081967213
sample_0080,"Roser, M. （2017）。 The short",Roser26 M. �( 8 Manager� weeks 77 groceries The short,0.5
sample_0081,Well it's been a funny few days. On Saturday I made the best,Well it's been a funny few days. On Saturday I made the best,1.0
sample_0082,My husband is being posted to Darwin for work and we have decided to drive,My husband is being posted to Darwin for work and we have decided to drive,1.0
sample_0083,JessicaaDivine SarahKeller jasmin. AmyNicollete,JessicaaDivine SarahKeller jasmin. AmyNicollete,1.0
sample_0084,The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million,The Arlington County Board plansady vote FridayY each givingAmazon ($ 63_____,0.7272727272727273
sample_0085,"To find out more information about Dr. Leigh Ricketts, please review the","To find out more information about Dr. Leigh Ricketts, please review the",1.0
sample_0086,"Pre-Owned, AWD Titanium 4dr Crossover, Ebony","Pre-Owned, AWD Titanium 4dr Crossover criticism Eb Ohio",0.8282828282828283
sample_0087,J Brand can do no wrong! They always have such beautiful pieces that belong,J Brand can do no wrong! They always have such beautiful pieces that belong,1.0
sample_0088,"I received the brass that you sent me, and all looks well. Thank",I received Battlefield brass withdraw for broke 8 eightJust there been giving oneThank,0.4666666666666667
sample_0089,"So you have your children writing every day. Great! Now, of course","So you have your children writing every day. Great! Now, of course",1.0
sample_0090,It comes on again on her grandson’s christening day. A,It comes on again on her grandson’s christening day. A,1.0
sample_0091,Definitely my favorite restaurant in Macau. If you want to experience the,Definitely my favorite restaurant in Macau. If you want to experience the,1.0
sample_0092,Menara Taming Sari (Melaka Tower) is located at Band,Menara Taming Sari (Melaka Tower) is located at Band,1.0
sample_0093,Are going to be able to understand how you might be able to take these,Are going to be typo accommodate clearly how that this great aspire c taking at,0.48322147651006714
sample_0094,"""Extra Eyes for DWIs"" on Halloween Here in Fairfax County | Mc","""Extra Eyes for DWIs"" on Halloween Here in Fairfax County | Mc",1.0
sample_0095,"Educating women, in particular, has unmatched transformative power. It not only","Educating women, in particular, has unmatched transformative power. It not only",1.0
sample_0096,"I was satisfied with how they allocated time.
Build Vacation time the",I was satisfied with how they allocated time. whetherBuild Vacating Time a,0.8811188811188811
sample_0097,Private equity group Penta and the company J 23 a.s. yesterday,Private equity group Penta and the company J 23 a.s. yesterday,1.0
sample_0098,The High brightness is being compared to 350 Watts conventional xenon light source that,The High brightness is being compared to 350 Watts conventional xenon light source that,1.0
sample_0099,"Hulen R. Loyd, Sept. 27, 1884 -","Hulen R. Loyd, Sept. 27, 1884when",0.90625
